feature,sample_idx,ticker,prediction_date,window_position,source_date,raw_value,z_value
vol_norm,37978,SW,2013-12-24,13,2013-12-16,18.918918918816654,34.21481823619303
vol_norm,37972,SW,2013-12-16,19,2013-12-16,18.918918918816654,34.21481823619303
vol_norm,37973,SW,2013-12-17,18,2013-12-16,18.918918918816654,34.21481823619303
vol_norm,37979,SW,2013-12-26,12,2013-12-16,18.918918918816654,34.21481823619303
vol_norm,37976,SW,2013-12-20,15,2013-12-16,18.918918918816654,34.21481823619303
vol_norm,37980,SW,2013-12-27,11,2013-12-16,18.918918918816654,34.21481823619303
vol_norm,37982,SW,2013-12-31,9,2013-12-16,18.918918918816654,34.21481823619303
vol_norm,37981,SW,2013-12-30,10,2013-12-16,18.918918918816654,34.21481823619303
vol_norm,37984,SW,2014-01-03,7,2013-12-16,18.918918918816654,34.21481823619303
vol_norm,37983,SW,2014-01-02,8,2013-12-16,18.918918918816654,34.21481823619303
