feature,train_mean,train_std,train_min,train_p01,train_p50,train_p99,train_max,val_mean,val_std,val_min,val_p01,val_p50,val_p99,val_max
ema12_to_ema26,0.0037958458752182693,0.020352129287288117,-0.17755437290423304,-0.060108198336708774,0.005857254691539859,0.050270399605737204,0.17979200158962705,0.007143362385581261,0.014713600127187844,-0.08940946414309714,-0.030505810974857384,0.0073866276266092434,0.0467425868956981,0.11511827662169627
price_to_ema20,0.0055011966005045045,0.038729827087824124,-0.37995436942363436,-0.1139328793202723,0.008220589789377009,0.0994455233900049,0.568174247545111,0.009662761887082517,0.02900017949155799,-0.2487685944312895,-0.06054784574057215,0.009621072322212987,0.08843040947230807,0.3434889719920782
slope_20d,0.00042726727223381763,0.004519073423034028,-0.05947774978143627,-0.014662920075371075,0.0008760929606877908,0.010397583575365094,0.03066545652104838,0.0009640714174413311,0.0033288041257379447,-0.02826774705783114,-0.007646746179052349,0.0010579330239069305,0.009356178342539868,0.02330729279533519
realized_vol_5d,0.25681380581854835,0.19077712707626768,0.0,0.04319289468963765,0.20689425716690035,0.973142959655157,3.5711666528076322,0.1910965547905221,0.13117237327233358,0.0,0.04047341127757591,0.16189036572088983,0.6914265393672374,2.340673858404725
realized_vol_20d,0.27595737158884126,0.158780873506941,0.0,0.0857417052522206,0.23151116211288675,0.8166854581987207,1.780067009880811,0.20942065301891025,0.10158825854870758,0.03052151262222974,0.08981785899599008,0.18384206481777626,0.6102018524526558,1.1794422288524142
realized_vol_60d,0.2840724907092394,0.14167021444023856,0.061018189860825675,0.10377527805457755,0.24614375513235526,0.7365492438849341,1.1765515082593823,0.22059374968749315,0.08553436308852838,0.08407866187126463,0.11344394705510373,0.20054482462253745,0.5347623670467396,1.0477914281665979
vol_regime,0.9386106757753055,0.3635387170623788,0.0,0.2299166146879202,0.9137068800019511,1.8381559559672107,2.1727905880475764,0.9239780085476906,0.36902450961152217,0.0,0.21777366695357314,0.8956400186813936,1.8294899904160338,2.101512593807906
atr_pct,0.024469983510622545,0.011860654500539384,0.0003438235901960978,0.009710047351386213,0.02131270728972088,0.06467088610770896,0.17180078195991236,0.01900082691801415,0.00676780186311943,0.0006832782913932605,0.01023882775820088,0.01744912704593008,0.043778932277830515,0.08953017849542215
rsi_14,53.77426027773972,16.34878708719437,0.0,15.840220991813439,54.25327508162865,88.8413692864337,99.99999981416484,55.07994889340922,17.263930112576467,0.0,15.873062408228137,55.82105597558566,90.57991834586909,99.99999969474634
macd_line,0.0029903021527947606,0.02093931567306062,-0.2570902649627122,-0.06745841052357748,0.005796768040735055,0.045829147922190866,0.13374745268459368,0.00666252031548817,0.014380116274155762,-0.10607267281703694,-0.032451295487509864,0.007297071724415816,0.04307320621055914,0.09400717276459881
macd_signal,0.0029975695082025077,0.01973085795254737,-0.23486035878606468,-0.0631093778406379,0.005733239347360928,0.04299083199311931,0.1299970264411921,0.0066843813197965014,0.013319948828749,-0.0942057406528509,-0.029286203114569205,0.007339444363899768,0.040492753273156316,0.08633152404026753
macd_hist,-7.267355407747158e-06,0.006244289694484523,-0.09900618813337755,-0.0185769422798366,0.0001389954994209931,0.016075944369822796,0.04841667552162691,-2.1861004308331117e-05,0.0047081335689843915,-0.048236465001992766,-0.01200334596449018,-8.609736407599059e-05,0.011845680402417296,0.03332088900742395
bb_pct,0.5653324166057275,0.31882262304735876,-0.5621322887274252,-0.14686220013115667,0.6125712390427525,1.1516932137216067,1.5621322844061505,0.5864609932774463,0.3167794625730672,-0.5417962663633114,-0.11255857000092023,0.6366270542710273,1.1734301883072287,1.5103641694934427
bb_width,0.11542742747119573,0.07769784310209693,0.0,0.027531704385012054,0.0950726092025379,0.40440025679273356,1.074635450116061,0.09293964175071948,0.055328475358762313,0.016082017270497937,0.02812868525741345,0.0797096436872692,0.31120747488918743,0.7240601588094823
stoch_k,0.5707938976566909,0.30043641654611203,-3.723079481613458e-15,0.006559579492116434,0.6162184392493255,0.996920261810616,0.9999999999909428,0.5744512500938518,0.3056564901469983,-2.8690198462583415e-15,0.009925787044162878,0.6258888643082872,0.9970404226839592,0.9999999999895156
vol_norm,1.0087849665333544,0.5234613210173502,0.0,0.34774294817614826,0.9075166138943686,2.8680003856753014,19.999999999946667,1.008977621522956,0.5558904213131484,0.0,0.3294650124559108,0.9037961236397647,2.9785244737890073,18.918918918816654
vol_momentum,1.0015631272898742,0.2745050826215858,0.0,0.5172428456010538,0.9633890367995137,1.8914691372879253,3.999999999998186,1.0018361065036927,0.2811237920821969,0.0,0.5050444127492768,0.9644500928806247,1.923177240239225,3.9999999999111115
obv_norm,0.18265141998130927,1.2877072254202322,-4.24852915724886,-2.6072446277578227,0.3094845707761488,2.5922606546337565,4.248529157247069,0.20585544944447226,1.2884710769439054,-4.216117025649208,-2.529015978460925,0.31946131140472006,2.6232618862891672,4.183273294003349
vpt,0.22938060666313506,1.3286382784359991,-4.248529157245718,-3.017109925081599,0.43603650354301876,2.94279055150172,4.248529157219372,0.3149603342048475,1.3212791017201697,-4.247724047576095,-2.7955725728609933,0.5187709154267768,3.060000359357986,4.247439132378081
amihud,0.005571284140316392,0.4027722952644605,0.0,0.0,0.00012209940335767576,0.010568318864988295,66.0146371476435,6253108.773094829,1633713670.276081,0.0,0.0,8.987411175620551e-05,0.005854090581715238,426837203850.06116
hl_spread,0.022645051673632958,0.0148730003099311,0.0,0.006065495422759577,0.018736111681359455,0.0779172344461909,0.491018007804357,0.01787315829625155,0.010356803675711219,0.0,0.005783607875230569,0.015375006924396466,0.057093026077011125,0.20978560466315607
gap,0.00026500127792565076,0.011096435509989688,-0.36974068069629384,-0.030077625894317506,0.0002651756922831261,0.02990484083049738,0.542462733076287,0.0004521519418811388,0.008430632712248406,-0.23451657596508058,-0.017380664473905516,0.00014119185473138174,0.021604362953459466,0.2651827986514179
intraday_ret,0.0004996000143997089,0.01618629603320468,-0.2553777318441286,-0.04420433349124542,0.0005188304805867627,0.04575212873554535,0.44988943837927375,0.0005775696725117191,0.012140360301315784,-0.16841985243187263,-0.030836996311979226,0.00021819101285047715,0.034020803098783636,0.14001840287631673
hl_range,0.9229547195038054,0.3383195663959449,0.0,0.3873169158504187,0.8649305061983018,2.0220392403946508,5.108111655117653,0.9303160346381467,0.35028573171339483,0.0,0.383039906074335,0.8700731166142017,2.125855697315923,4.690389968291743
dist_52w_high,-0.10847400365886166,0.11827168472100762,-0.9115436594496237,-0.5139393662550575,-0.06752748783595575,-1.6390999668658424e-11,-9.25814980234918e-13,-0.05850639582895184,0.06806258767315934,-0.5258619974098699,-0.32455413115816223,-0.03695956307779058,-1.145061823137894e-11,-2.0862200855731317e-12
dist_52w_low,0.3574178859341735,0.28286934172865463,-3.833984796308698e-09,0.005959485131549425,0.29969413887798346,1.3974303479782355,4.233009719388538,0.4552571055613374,0.4084906234861163,-9.765621644675093e-11,0.017890895055577616,0.3772825379862199,1.8061094607018173,6.075374550128712
spy_ret_1d,0.0005678153963395915,0.011679070630201465,-0.06512355618572208,-0.036909367149178696,0.0006800953607011273,0.03344604684627339,0.0464991197480662,0.0008152913499825071,0.0062280080277866395,-0.016084043690206218,-0.01398633332729704,0.0007117147665165469,0.01707275506052852,0.021557838819073805
spy_ret_5d,0.002791027354785304,0.024262546930820757,-0.12828088760208978,-0.06576700526020507,0.004831401500301258,0.07215198811683754,0.08778358394041597,0.004201541983972991,0.01365639271881625,-0.025663601404597558,-0.024772348658634535,0.004763688020667178,0.038195065533674466,0.03906983332804881
spy_ret_20d,0.011782360596854733,0.041714245547723405,-0.16302553785378837,-0.14828611220164145,0.020055076633263003,0.09285870334613389,0.14163545846776482,0.019187149218443916,0.02568426276626865,-0.042702893422735255,-0.03802860728331792,0.02415428964696331,0.06986685998091646,0.07691323295316055
spy_vol_20d,0.16442638679185306,0.08982227406567315,0.05495208675422775,0.061883482899411646,0.13756614832132302,0.47830365714372497,0.49747657223117836,0.09779105792713047,0.020180031331484348,0.061228577577283776,0.062114318523985676,0.09550333335308361,0.15079893452898338,0.16414752471150346
vix_close_norm,1.0010164205839223,0.13584116264506502,0.7439533122017765,0.7769419104549216,0.9766884492829659,1.4549753370881893,2.044815542504784,0.9988612440092851,0.11639684030900614,0.8043617599944067,0.8084816123490142,0.9794996659186792,1.2937412396837031,1.3299767937653164
vix_change_1d,0.0027409553418978167,0.07942514811040385,-0.2695833047231039,-0.14749426410501187,-0.002610963619440576,0.3401552342182381,0.5,0.0020344145762613034,0.05751992736358546,-0.2116827353464823,-0.15918371318926683,0.0015637574529574483,0.1594982146236672,0.1611698943231512
vix_regime,0.32122690108228175,0.4669477263070843,0.0,0.0,0.0,1.0,1.0,0.009334058850613202,0.09616098063136881,0.0,0.0,0.0,0.0,1.0
vix_mom_5d,0.008928798069603323,0.14491168039280355,-0.39304575798347574,-0.28965803683768365,0.0006418632176383721,0.4346405060707137,1.0287405033626897,0.007070936954816725,0.11058479909407405,-0.28563772600701565,-0.24948980857907876,-0.007284808448518421,0.2567567246755218,0.3088803219123366
