feature,sample_idx,ticker,prediction_date,window_position,source_date,raw_value,z_value
vol_momentum,37958,SW,2013-11-25,5,2013-11-05,3.9999999999111115,10.923065044862017
vol_momentum,37945,SW,2013-11-06,18,2013-11-05,3.9999999999111115,10.923065044862017
vol_momentum,37954,SW,2013-11-19,9,2013-11-05,3.9999999999111115,10.923065044862017
vol_momentum,37957,SW,2013-11-22,6,2013-11-05,3.9999999999111115,10.923065044862017
vol_momentum,37946,SW,2013-11-07,17,2013-11-05,3.9999999999111115,10.923065044862017
vol_momentum,37955,SW,2013-11-20,8,2013-11-05,3.9999999999111115,10.923065044862017
vol_momentum,37948,SW,2013-11-11,15,2013-11-05,3.9999999999111115,10.923065044862017
vol_momentum,37947,SW,2013-11-08,16,2013-11-05,3.9999999999111115,10.923065044862017
vol_momentum,37962,SW,2013-12-02,1,2013-11-05,3.9999999999111115,10.923065044862017
vol_momentum,37963,SW,2013-12-03,0,2013-11-05,3.9999999999111115,10.923065044862017
