date,uWN_ls_net,uWN_ls_gross,uWN_long_net,uWN_long_gross,uWN_short,cWN_ls_net,cWN_ls_gross,cWN_long_net,cWN_long_gross,cWN_short,LSTM_ls_net,LSTM_ls_gross,LSTM_long_net,LSTM_long_gross,LSTM_short
2013-08-16,0.9994360932809888,1.0004360932809888,0.9936095398610787,0.9946095398610787,1.0062626467008988,0.9977394142066517,0.9987394142066517,0.991752324046854,0.992752324046854,1.0047265043664495,0.9968153107280338,0.9978153107280338,0.9913281759632584,0.9923281759632584,1.003302445492809
2013-08-19,0.9999022972808526,1.002240425490598,1.0039479568805887,1.0061876544794817,0.9981785611777785,0.997617023267275,0.999795188671974,1.00057012103396,1.0026944642115816,0.9967886530160006,0.9948392112498258,0.996554758948064,1.0003477452752025,1.002003529522436,0.9909851236210515
2013-08-20,0.9977278820435665,1.0011870385325607,0.9958866583756083,0.9992163090709982,1.002996180172616,0.9953207547558801,0.9987408421330444,0.9940511939461101,0.9974235143289502,0.999926205396826,0.9919054978515849,0.9942206377180087,0.9948947110448054,0.9970368419140273,0.991255043508652
2013-08-21,0.9941738216183865,0.998925573996914,1.0024864006580378,1.007162920598993,0.9904884059299899,0.9929242307292571,0.9972450496363583,1.0008925037144099,1.0051621797031496,0.9891729869258896,0.9917427328202557,0.9945825306526366,1.0044297521740122,1.0071077355740363,0.9819641777135497
2013-08-22,0.9901294181224511,0.9964556312386159,1.0016030121112738,1.0078370794631706,0.9849272463465263,0.9901158515117613,0.9956009745066314,1.0006998038803179,1.006256168943456,0.9848348650772719,0.9919114548473968,0.9953887156285253,1.0088948757594907,1.012173186448269,0.9786171050970843
2013-08-23,0.9905547279636365,0.9979696831797886,0.9991470390759531,1.0065208694676304,0.9892066072378406,0.9885955056401192,0.9949895013811977,0.9959714523246277,1.0025191257311115,0.9872826319560359,0.9903456877755876,0.9945891654366201,1.0041190356539995,1.0082006644266908,0.9808857713941764
2013-08-26,0.9933030400851912,1.002039292760434,0.9829406012280122,0.9915066959741748,1.0120302550323965,0.991435927296452,0.9991674937588977,0.9792953501164521,0.9871526889367592,1.0107067884328211,0.9966201458972254,1.0016280691427926,0.9933652765535915,0.9980149097853652,1.0046794104573733
2013-08-27,0.9898056718540147,0.9997046046954852,0.9798147840973986,0.9895790958010565,1.009281822557115,0.9899687389387579,0.9988115238551155,0.9793449256068686,0.9884449217578344,1.0086635601678693,0.9947240758351141,1.0002401669120513,0.9924189244093067,0.9975351013898803,1.002378162275444
2013-08-28,0.9889309069526557,1.0003487298678804,0.983942660167389,0.9951935606948319,1.0048561643377298,0.9887808568218927,0.9987689590575834,0.9832692621815436,0.993716245440357,1.003198442279677,0.9933569068480225,0.9995622130180419,0.9954917098547126,1.0011841408196211,0.9973526006404378
2013-08-29,0.9854043584851321,0.9984112468416252,0.9739837642890173,0.9866862627555715,1.0095536358160753,0.9857780516049238,0.9972283635859951,0.9744030433418933,0.9864082972624275,1.0074812682006749,0.9918546535107594,0.9988255168892045,0.9864173298996445,0.9928003228120894,1.0042341984994985
2013-08-30,0.98124889358166,0.9955583222671558,0.9721431329751233,0.9862185079772213,1.0042627041388987,0.985050672215189,0.997545787744733,0.9769025784340025,0.9900691185957037,1.0043836149622944,0.9894069071574204,0.9968992599194141,0.9875998286240908,0.9944589858614538,0.998683057508954
2013-09-03,0.9796502482506207,0.9952898759695002,0.9787462419619768,0.9942247920465114,0.9955683475536398,0.9843121089771784,0.9980195694016726,0.9848098338219587,0.9993288764123947,0.9959440373752028,0.9857741636755978,0.9939670797275878,0.9915627768763643,0.9990751849009019,0.9881723969141334
2013-09-04,0.9804569835475196,0.9971383293660545,0.9804132062587085,0.9970352253435512,0.9964520574983065,0.9816855111774624,0.9967917477752577,0.9835076832738121,0.9996244199355451,0.9931989585183362,0.9846099870814827,0.99344098131546,0.9920208835050885,1.000075589363194,0.9861368470755315
2013-09-05,0.9778365226993085,0.9953583847108343,0.977918526518021,0.9955737042906222,0.9943552844574444,0.9819907977392639,0.9982889222768236,0.9845494562254719,1.0018064379221434,0.994014522584439,0.9869046381029459,0.9965933824917413,0.9956228310292278,1.0044708855697686,0.9880612583248495
2013-09-06,0.976582465194575,0.9954462795908667,0.9902684900062579,1.0095113509676992,0.9806103077896482,0.9804671407994517,0.9981645018085802,0.9958061894015277,1.0147012770875017,0.9809722022709235,0.9872019275752721,0.9974758698253144,1.0101746351277607,1.0196711756128205,0.9748591533697646
2013-09-09,0.9738299204264955,0.9936360125319059,0.9973829789636787,1.0178076282369577,0.9689849682701771,0.9775851918902511,0.9964530050613458,1.0023854855075003,1.0226595382992663,0.9699144406843704,0.9820909008255166,0.9930065227685257,1.0147008356142253,1.0248815172636174,0.9611417747034748
2013-09-10,0.9735388550991975,0.9944443079249256,0.996421859818439,1.018061919464785,0.970319359901481,0.9782488971376148,0.9982939146271989,1.004753042371718,1.0263389421327043,0.9700085683819469,0.983419555818353,0.9948408699038768,1.0169085149111674,1.027594998568304,0.962148019994763
2013-09-11,0.9735259243377341,0.9953026349534261,0.9925976331764148,1.0149324842145144,0.9749770471049892,0.9779277521555447,0.9993458537790243,1.000539397372848,1.0234647274647048,0.974769300124004,0.9841834477008634,0.9962060668600256,1.0123449342120827,1.0236300367610751,0.9685011221338943
2013-09-12,0.9721845324086383,0.9948035252559028,0.9939175918452976,1.0172628650977589,0.9717605734381415,0.9761839622108611,0.9987316471188843,1.0030199319680673,1.0270600620154124,0.9701468245999331,0.9853682876227032,0.997965046916398,1.0155647936024672,1.027391853781759,0.9683620266548938
2013-09-13,0.9742985458455343,0.9979950598785498,1.0014234347837578,1.0261565778109087,0.9694998937496386,0.9741387888890687,0.9976604098833053,1.0062398854069363,1.0311880705405096,0.9641664100154123,0.9852319226395664,0.9984436586422714,1.021391485986108,1.0338866765270216,0.9631691994152501
2013-09-16,0.9723181649576658,0.9969084408510475,1.0048641472470679,1.0307891344682247,0.963011925323335,0.9707557526269915,0.9950700406662274,1.0087457107815097,1.0345902436007566,0.9559785519912531,0.9833494572325894,0.9971305286102878,1.0256255812270438,1.0387301713660262,0.9561235221261914
2013-09-17,0.9740683101994599,0.9996885551175143,1.020591283174555,1.0479875573910369,0.95231551749757,0.9740171848081746,0.9991063560219583,1.0274326634517286,1.0545464381072165,0.9452941932338303,0.98727577688309,1.0016384478985574,1.0436995788133938,1.057548632975059,0.9474466903428438
2013-09-18,0.9729723601591087,0.9994848404268019,1.0167239774412702,1.0448877999556168,0.9547441721614545,0.9725166730217928,0.9984540405953293,1.02580803495812,1.0539216335434682,0.9446199042627079,0.9866979170292369,1.0015698822373784,1.0414981326418076,1.0557932781393737,0.9488895821752781
2013-09-19,0.9718750109109946,0.9993458442318508,1.0080135946369417,1.0370632046650545,0.9616281825359989,0.9705677739673216,0.9971374973741576,1.0165882229994205,1.0452780678172087,0.9498759327226012,0.986924790572212,1.002486644567958,1.0349593240799306,1.049876491515123,0.9559443536561667
2013-09-20,0.9722581279120268,1.0005931643241597,1.0042870547055736,1.0341847672490294,0.9666977316650682,0.9707217327592863,0.9982031780168881,1.0112486081166925,1.0408682721010782,0.9559135886909951,0.9832859757903685,0.9997478839315587,1.0271643977653222,1.04286573842343,0.9571046395031305
2013-09-23,0.9705982077025894,0.9998292482412484,1.0043148206303616,1.0351662041600984,0.9643042633282394,0.9690666808214266,0.9974882584369782,1.0111354992780204,1.0418979748972415,0.9535986662582804,0.9810359887761588,0.9984262767597191,1.0264490353024125,1.0430065427062414,0.954444943716391
2013-09-24,0.9688778067318667,0.9994388212690629,1.0022881438532745,1.0345427864280714,0.9641318958348897,0.9673575197434672,0.9967712888809863,1.0099002215874486,1.0417957873798283,0.9523213479004573,0.9799966571304293,0.9981201457265674,1.025863490185733,1.0430678260219612,0.9538035724416432
2013-09-25,0.9669866737749434,0.9988243651987593,1.0041552363616522,1.0378648530052639,0.9598504301467017,0.9648487499941509,0.9951158099344632,1.011816864577403,1.0447328202839221,0.9464732522313923,0.9783771764532796,0.9970763163023226,1.028991360267989,1.0469279043968678,0.9482788673419977
2013-09-26,0.9655895001948939,0.9985595784728147,0.9977168063119989,1.0324697155620863,0.9643311152740054,0.9641106067750225,0.9952713596245715,1.0048427528471187,1.0384943928172286,0.9524208334242518,0.9776464976761223,0.9968918277310685,1.022386651562319,1.040772703031726,0.9535031623956175
2013-09-27,0.9646031233585206,0.9988073558455801,0.9940662435716859,1.0301072903849526,0.9670161986597451,0.9613439552532141,0.9934888390519406,1.0001183830603122,1.034685306264888,0.952502659892119,0.9746048497350887,0.9944399636769715,1.0172725012119548,1.0363383915238027,0.9528753551758737
2013-09-30,0.9624264284873203,0.9978440704896602,1.0013854364686068,1.0390344610221274,0.9567705417349791,0.9595641084250177,0.9925425023722604,1.0092048699613583,1.0449228966691742,0.9412636259663877,0.9705135347922996,0.9907681892002147,1.024617645153989,1.044240392431776,0.9385731429032911
2013-10-01,0.9604228315160863,0.997190630275822,0.9977029423281518,1.0367545562585037,0.9576168523642945,0.9593977217701717,0.9932960268491294,1.0096273004041967,1.0462995344103636,0.9414527430680348,0.9709663230068167,0.9918315673716286,1.0245815439403942,1.0448371838917836,0.9400514569540935
2013-10-02,0.958440790784878,0.9964996466913789,0.985534612112735,1.0256475974936377,0.9665488696603144,0.9575844474068558,0.9928807267080615,0.9974631778714346,1.0350808085742103,0.9507600227144228,0.9683449266723834,0.9897779132441631,1.0117284803814526,1.032293527190689,0.9474442424249147
2013-10-03,0.956936606334782,0.9962569341548347,0.9912696328199508,1.0330680840103827,0.9590851230390198,0.9578050043168395,0.9941134499703953,1.0052964209542172,1.0442561800540728,0.9446929600730588,0.9659418463430954,0.9879889100372719,1.0164809126616916,1.0376761054492967,0.9390791128238976
