date,uWN_ls_net,uWN_ls_gross,uWN_long_net,uWN_long_gross,uWN_short,uWN_ls_turnover,uWN_long_turnover,uWN_short_turnover,uWN_ls_transaction_cost,uWN_long_transaction_cost,cWN_ls_net,cWN_ls_gross,cWN_long_net,cWN_long_gross,cWN_short,cWN_ls_turnover,cWN_long_turnover,cWN_short_turnover,cWN_ls_transaction_cost,cWN_long_transaction_cost,LSTM_ls_net,LSTM_ls_gross,LSTM_long_net,LSTM_long_gross,LSTM_short,LSTM_ls_turnover,LSTM_long_turnover,LSTM_short_turnover,LSTM_ls_transaction_cost,LSTM_long_transaction_cost
2013-08-16,-0.0005639067190112363,0.00043609328098876375,-0.006390460138921349,-0.005390460138921349,0.0062626467008988764,1.0,1.0,1.0,0.001,0.001,-0.002260585793348314,-0.001260585793348314,-0.008247675953146067,-0.007247675953146067,0.004726504366449439,1.0,1.0,1.0,0.001,0.001,-0.003184689271966292,-0.002184689271966292,-0.008671824036741573,-0.007671824036741573,0.003302445492808989,1.0,1.0,1.0,0.001,0.001
2013-08-19,0.00046646704376404374,0.001803545695449437,0.01040490917685393,0.011640864233033704,-0.00803377284213483,1.3370786516853932,1.2359550561797752,1.4382022471910112,0.0013370786516853932,0.0012359550561797752,-0.0001226682414606731,0.0010571070394382034,0.008891128130786519,0.010014723636404496,-0.00790050955752809,1.1797752808988764,1.1235955056179776,1.2359550561797752,0.0011797752808988765,0.0011235955056179776,-0.0019824128471348317,-0.0012633117235393261,0.009098469639662921,0.009750155032921348,-0.01227677848,0.7191011235955056,0.651685393258427,0.7865168539325843,0.0007191011235955056,0.0006516853932584271
2013-08-20,-0.0021746277043258435,-0.0010510321987078656,-0.008029597998314607,-0.00692847440280899,0.0048264100053932585,1.1235955056179776,1.101123595505618,1.146067415730337,0.0011235955056179776,0.001101123595505618,-0.0023017535365168545,-0.0010545625252808995,-0.0065152126280898885,-0.005256785661797754,0.0031476606112359547,1.247191011235955,1.2584269662921348,1.2359550561797752,0.001247191011235955,0.0012584269662921348,-0.0029489322144382016,-0.002342190641404494,-0.005451138622696629,-0.0049567566002247185,0.0002723753174157306,0.6067415730337078,0.4943820224719101,0.7191011235955056,0.0006067415730337078,0.0004943820224719101
2013-08-21,-0.003562154059382024,-0.00225878327286517,0.006627001403146067,0.00795284409977528,-0.01247041064550562,1.303370786516854,1.3258426966292134,1.2808988764044944,0.0013033707865168541,0.0013258426966292133,-0.002407790669662922,-0.00149767831011236,0.006882250944382022,0.007758655438764044,-0.010754012058988764,0.9101123595505618,0.8764044943820225,0.9438202247191011,0.0009101123595505618,0.0008764044943820225,-0.00016409328477528097,0.0003639966028651685,0.009583970065730337,0.010100823998314606,-0.00937283079258427,0.5280898876404494,0.5168539325842697,0.5393258426966292,0.0005280898876404495,0.0005168539325842697
2013-08-22,-0.0040681050013483145,-0.0024725993833707863,-0.0008811975366292136,0.0006693642611235955,-0.005614563027865168,1.595505617977528,1.550561797752809,1.6404494382022472,0.001595505617977528,0.0015505617977528091,-0.002828392268595506,-0.0016486169876966294,-0.00019252800213483134,0.0010883708742696631,-0.004385604849662922,1.1797752808988764,1.2808988764044944,1.0786516853932584,0.0011797752808988765,0.0012808988764044945,0.0001701268096629214,0.0008105762478651686,0.0044454314259550565,0.005029701088876405,-0.0034085485931460674,0.6404494382022472,0.5842696629213483,0.6966292134831461,0.0006404494382022472,0.0005842696629213483
2013-08-23,0.00042954974713483186,0.00151943738758427,-0.002452042381685393,-0.001305974965955056,0.004344849741123596,1.0898876404494382,1.146067415730337,1.0337078651685394,0.0010898876404494382,0.001146067415730337,-0.0015355232110674162,-0.0006141748964606745,-0.004725044950898877,-0.0037138089958426972,0.0024854592029213483,0.9213483146067416,1.0112359550561798,0.8314606741573034,0.0009213483146067416,0.0010112359550561798,-0.0015785351244382026,-0.0008032542255617982,-0.004733734128539327,-0.003924745364494383,0.0023182369133707866,0.7752808988764045,0.8089887640449438,0.7415730337078652,0.0007752808988764046,0.0008089887640449438
2013-08-26,0.002774518200730338,0.004077888987247192,-0.01622027310707865,-0.014916902320561795,0.02307268029505618,1.303370786516854,1.303370786516854,1.303370786516854,0.0013033707865168541,0.0013033707865168541,0.002873188923202245,0.0041990316198314585,-0.01674355441539326,-0.015327824078314607,0.023725887317977524,1.3258426966292134,1.4157303370786516,1.2359550561797752,0.0013258426966292133,0.0014157303370786517,0.0063356242159550566,0.007077197249662922,-0.010709645687977528,-0.01010290411494382,0.024257298614269663,0.7415730337078652,0.6067415730337079,0.8764044943820225,0.0007415730337078652,0.0006067415730337079
2013-08-27,-0.0035209478779775275,-0.0023299366420224715,-0.0031800671644943816,-0.0019441121083146066,-0.0027157611757303367,1.191011235955056,1.2359550561797752,1.146067415730337,0.001191011235955056,0.0012359550561797752,-0.0014798620034831463,-0.00035626649786516874,5.062363505617981e-05,0.0013090506013483146,-0.002021583597078652,1.1235955056179776,1.2584269662921348,0.9887640449438202,0.0011235955056179776,0.0012584269662921348,-0.0019025002353370785,-0.0013856463027528086,-0.0009526728652808989,-0.0004807627529213483,-0.002290529852584269,0.5168539325842697,0.47191011235955055,0.5617977528089888,0.0005168539325842697,0.00047191011235955056
2013-08-28,-0.0008837743874719093,0.0006443155001685402,0.004212914662022473,0.0056735888193258435,-0.004384957818988763,1.5280898876404494,1.4606741573033708,1.595505617977528,0.0015280898876404495,0.0014606741573033708,-0.001199918815758427,-4.26154449719102e-05,0.00400710359758427,0.005332946294213483,-0.005418177184157304,1.1573033707865168,1.3258426966292134,0.9887640449438202,0.0011573033707865169,0.0013258426966292133,-0.0013744203244943826,-0.0006777911110112365,0.0030962584144943813,0.00365805616730337,-0.005013638389325843,0.6966292134831461,0.5617977528089888,0.8314606741573034,0.0006966292134831461,0.0005617977528089888
2013-08-29,-0.003566021086741573,-0.0019368076035955056,-0.010121418941910112,-0.008548385234044944,0.004674770026853932,1.6292134831460674,1.5730337078651686,1.6853932584269662,0.0016292134831460674,0.0015730337078651685,-0.0030368763677528082,-0.0015424943452808982,-0.009017081262134831,-0.007354159913820223,0.004269171223258427,1.49438202247191,1.6629213483146068,1.3258426966292134,0.00149438202247191,0.001662921348314607,-0.00151229968494382,-0.0007370187860674155,-0.009115475161910112,-0.008373902128202246,0.0068998645560674155,0.7752808988764045,0.7415730337078652,0.8089887640449438,0.0007752808988764046,0.0007415730337078652
