feature,sample_idx,ticker,prediction_date,window_position,source_date,raw_value,z_value
ret_3d,4989,BBY,2014-02-07,6,2014-01-21,-0.42875830009098737,-14.548392656183653
ret_3d,4988,BBY,2014-02-06,7,2014-01-21,-0.42875830009098737,-14.548392656183653
ret_3d,4991,BBY,2014-02-11,4,2014-01-21,-0.42875830009098737,-14.548392656183653
ret_3d,4976,BBY,2014-01-21,19,2014-01-21,-0.42875830009098737,-14.548392656183653
ret_3d,4983,BBY,2014-01-30,12,2014-01-21,-0.42875830009098737,-14.548392656183653
ret_3d,4982,BBY,2014-01-29,13,2014-01-21,-0.42875830009098737,-14.548392656183653
ret_3d,4994,BBY,2014-02-14,1,2014-01-21,-0.42875830009098737,-14.548392656183653
ret_3d,4995,BBY,2014-02-18,0,2014-01-21,-0.42875830009098737,-14.548392656183653
ret_3d,4992,BBY,2014-02-12,3,2014-01-21,-0.42875830009098737,-14.548392656183653
ret_3d,4993,BBY,2014-02-13,2,2014-01-21,-0.42875830009098737,-14.548392656183653
