feature,sample_idx,ticker,prediction_date,window_position,source_date,raw_value,z_value
intraday_ret,18185,FSLR,2014-03-31,11,2014-03-19,0.2154116178499903,15.231315243063102
intraday_ret,18184,FSLR,2014-03-28,12,2014-03-19,0.2154116178499903,15.231315243063102
intraday_ret,18180,FSLR,2014-03-24,16,2014-03-19,0.2154116178499903,15.231315243063102
intraday_ret,18186,FSLR,2014-04-01,10,2014-03-19,0.2154116178499903,15.231315243063102
intraday_ret,18177,FSLR,2014-03-19,19,2014-03-19,0.2154116178499903,15.231315243063102
intraday_ret,18182,FSLR,2014-03-26,14,2014-03-19,0.2154116178499903,15.231315243063102
intraday_ret,18181,FSLR,2014-03-25,15,2014-03-19,0.2154116178499903,15.231315243063102
intraday_ret,18179,FSLR,2014-03-21,17,2014-03-19,0.2154116178499903,15.231315243063102
intraday_ret,18183,FSLR,2014-03-27,13,2014-03-19,0.2154116178499903,15.231315243063102
intraday_ret,18178,FSLR,2014-03-20,18,2014-03-19,0.2154116178499903,15.231315243063102
