name,n_days,ann_return,ann_vol,sharpe,max_dd,calmar,hit_rate
uWN L/S,880,2.1749376488719094,4.039294090740278,0.5384449723562498,-8.75000704813792,0.24856409966873635,51.70454545454546
cWN L/S,880,4.0482977573659085,4.769320298993059,0.8488206743712627,-6.590154441447749,0.6142948138628269,52.38636363636363
LSTM L/S,880,1.3998952163012728,3.7326266728023723,0.3750429125412566,-5.186792693626741,0.26989611345596665,49.43181818181818
uWN Long,880,13.137141410358952,14.56953365451186,0.9016857801843297,-17.816368172764353,0.737363597857456,56.13636363636364
cWN Long,880,12.695896429607046,15.293433104165826,0.8301534560695482,-19.113089516102267,0.6642513944428479,55.68181818181818
LSTM Long,880,12.799473231832156,14.250466089176395,0.8981792638863769,-17.58261663378089,0.7279617946309982,56.13636363636364
SPY B&H,880,10.554994823030654,12.928492672679514,0.8164134063125645,-16.762875323945124,0.6296649325421371,53.86363636363637
