name,n_days,ann_return,ann_vol,sharpe,max_dd,calmar,hit_rate
uWN L/S,135,-7.808270860693334,11.034662603439019,-0.7076130073518097,-5.052691954026889,-1.545368444623556,43.7037037037037
cWN L/S,135,16.332558816560002,12.767428624627794,1.2792363418528614,-4.812747566084452,3.393603810076297,51.11111111111111
LSTM L/S,135,1.3079421850133344,11.631395978856022,0.112449286065579,-5.687996276951235,0.22994778799672708,45.18518518518518
uWN Long,135,-46.61757157232,32.82106139676558,-1.4203553890819172,-29.4054038980323,-1.5853402855964662,45.18518518518518
cWN Long,135,-19.513600179733334,33.22108939803471,-0.5873859188419367,-27.352463633398838,-0.7134128892347701,43.7037037037037
LSTM Long,135,-40.58822948506667,33.87045471563652,-1.198337303292687,-28.820405395486738,-1.4083156981057314,45.18518518518518
SPY B&H,135,-32.93575479186005,23.568511067107696,-1.397447405919527,-22.42631531351532,-1.4686208672518344,41.48148148148148
